filename,combined_score,text_similarity,skill_score,experience_score,education_score,experience_years,skills_found
11902276.pdf,0.41653264145608115,0.10383160364020287,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
12472574.pdf,0.4162750136907811,0.1031875342269528,1.0,0.0,0.75,0,"{'programming': ['java', 'javascript', 'c++', 'go', 'scala'], 'web_development': ['html'], 'data_science': ['r'], 'databases': ['sql', 'oracle'], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
34783330.pdf,0.4161425394214165,0.10285634855354114,1.0,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication', 'analytical']}"
19070271.pdf,0.4159691523955642,0.039922880988910454,0.5,0.875,0.75,7,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
26924514.pdf,0.41565874423337057,0.10164686058342641,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
24184357.pdf,0.41529739393715015,0.10074348484287542,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
17926546.pdf,0.41529012930782777,0.10072532326956936,0.3333333333333333,1.0,0.75,8,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
57364820.pdf,0.41528471790898763,0.10071179477246912,1.0,0.0,0.75,0,"{'programming': ['java', 'go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
62700506.pdf,0.4152590847620935,0.10064771190523378,1.0,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
25162378.pdf,0.41524023195225335,0.10060057988063337,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
11480899.pdf,0.41522485728666286,0.10056214321665709,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
93653247.pdf,0.414769670614013,0.22442417653503244,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
38897568.pdf,0.4143906075580714,0.09847651889517854,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
23155093.pdf,0.4143618512750557,0.09840462818763929,1.0,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
41950126.pdf,0.4142405092871133,0.09810127321778332,1.0,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
10984392.pdf,0.41416301705557457,0.09790754263893646,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
12202337.pdf,0.41411274082402033,0.0977818520600509,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
23416654.pdf,0.41405283117774844,0.09763207794437116,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
18488289.pdf,0.41397318749878054,0.09743296874695129,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['html', 'css'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
26919036.pdf,0.41362365143512975,0.09655912858782441,1.0,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
28808263.pdf,0.41361387070458855,0.09653467676147137,1.0,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'analytical']}"
21038022.pdf,0.4132516381818208,0.09562909545455198,1.0,0.0,0.75,0,"{'programming': ['java', 'c++', 'go'], 'web_development': ['html', 'css'], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'problem-solving', 'analytical', 'creative']}"
22492537.pdf,0.4132029722785809,0.09550743069645223,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication', 'analytical']}"
24544244.pdf,0.41315652725170143,0.0953913181292536,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'problem-solving', 'analytical']}"
17488801.pdf,0.41309269957624456,0.09523174894061137,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
24588864.pdf,0.41265362387192944,0.09413405967982363,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'analytical']}"
16332348.pdf,0.4125954297958009,0.09398857448950222,1.0,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving', 'analytical']}"
99680385.pdf,0.4123445254926908,0.2183613137317269,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['node'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
20457611.pdf,0.41228536473010957,0.09321341182527394,0.8333333333333334,0.25,0.75,2,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication']}"
21663616.pdf,0.41206154933904177,0.0926538733476044,1.0,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork', 'analytical']}"
18208580.pdf,0.4120555961041385,0.09263899026034628,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
24154692.pdf,0.4118572857070989,0.09214321426774726,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving', 'analytical']}"
22925443.pdf,0.41173878792725715,0.09184696981814286,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
24953921.pdf,0.4114721745440458,0.09118043636011441,1.0,0.0,0.75,0,"{'programming': ['php', 'go', 'rust'], 'web_development': ['html', 'css'], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication', 'analytical', 'creative']}"
25656981.pdf,0.41145361351342985,0.0911340337835747,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['vue'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
73030450.pdf,0.4111201766219372,0.027800441554842976,0.5,0.875,0.75,7,"{'programming': ['scala'], 'web_development': [], 'data_science': ['r'], 'databases': ['redis'], 'cloud': [], 'soft_skills': ['communication']}"
16279537.pdf,0.41104481089742356,0.09011202724355885,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
10549585.pdf,0.41085946791120465,0.08964866977801156,1.0,0.0,0.75,0,"{'programming': ['java', 'c++', 'go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
26673507.pdf,0.4107911370468394,0.08947784261709851,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
16449694.pdf,0.41056391634092154,0.08890979085230379,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['react'], 'data_science': ['r'], 'databases': ['redis'], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
18457785.pdf,0.4103413823104127,0.2133534557760317,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['communication', 'teamwork']}"
23527321.pdf,0.4102359128922717,0.08808978223067922,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
31111279.pdf,0.4099105691195652,0.21227642279891293,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql'], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication']}"
25905275.pdf,0.4099037354285035,0.08725933857125881,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
21867728.pdf,0.409836914822136,0.08709228705534006,1.0,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
79663360.pdf,0.40942372942165267,0.08605932355413164,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
36107065.pdf,0.40922155802442156,0.21055389506105382,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['react'], 'data_science': ['r'], 'databases': ['sql'], 'cloud': ['gcp'], 'soft_skills': ['leadership', 'communication', 'creative']}"
20470943.pdf,0.4091694434325565,0.08542360858139121,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication', 'analytical', 'creative']}"
35325329.pdf,0.4090451621491772,0.21011290537294294,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
13491889.pdf,0.4090368006168677,0.08509200154216927,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication', 'analytical']}"
24647794.pdf,0.409015949578234,0.08503987394558506,1.0,0.0,0.75,0,"{'programming': ['c++', 'c#', 'go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
15792052.pdf,0.4088964357478209,0.08474108936955234,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'teamwork', 'analytical']}"
17115815.pdf,0.40881801760551484,0.08454504401378704,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving', 'analytical']}"
33370664.pdf,0.40879339929778113,0.08448349824445278,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving', 'analytical']}"
29148871.pdf,0.4087497546911145,0.08437438672778634,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
59403481.pdf,0.40871375013166317,0.08428437532915788,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
28298773.pdf,0.4085660448597767,0.08391511214944178,0.3333333333333333,1.0,0.75,12,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
25451319.pdf,0.4084833836965783,0.08370845924144564,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'teamwork', 'analytical', 'creative']}"
14209965.pdf,0.4084076026241757,0.08351900656043922,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
21853199.pdf,0.40830017299638754,0.08325043249096883,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication', 'analytical']}"
47133747.pdf,0.4082853261583062,0.08321331539576546,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
17641670.pdf,0.4082410188383857,0.08310254709596432,1.0,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': ['html'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork', 'analytical']}"
30863060.pdf,0.4082203532824209,0.08305088320605222,1.0,0.0,0.75,0,"{'programming': ['java', 'javascript', 'go', 'scala'], 'web_development': ['html'], 'data_science': ['r'], 'databases': ['sql', 'oracle'], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
24530382.pdf,0.40809782553188706,0.20774456382971765,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork']}"
24574164.pdf,0.4076817228127607,0.08170430703190178,1.0,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
23636277.pdf,0.40749511090195756,0.08123777725489395,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'analytical']}"
29770086.pdf,0.4074771522177964,0.08119288054449102,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
29639533.pdf,0.407402569379487,0.08100642344871739,0.3333333333333333,1.0,0.75,10,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['teamwork', 'creative']}"
25200253.pdf,0.40718254762876693,0.08045636907191729,1.0,0.0,0.75,0,"{'programming': ['go', 'rust', 'scala'], 'web_development': ['vue'], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
30337969.pdf,0.4071297874087539,0.08032446852188468,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
35985133.pdf,0.4067053189352783,0.07926329733819575,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
36856210.pdf,0.4066672160473074,0.07916804011826847,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['html'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
16877897.pdf,0.4065931293242652,0.07898282331066307,1.0,0.0,0.75,0,"{'programming': ['java', 'javascript', 'go'], 'web_development': ['html', 'css'], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
14055971.pdf,0.4065505932910929,0.07887648322773226,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving', 'analytical', 'creative']}"
34198885.pdf,0.4057499759216853,0.07687493980421325,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
91467795.pdf,0.40569134930141665,0.07672837325354157,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
29968330.pdf,0.4055773389313373,0.20144334732834324,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['analytical']}"
26125407.pdf,0.4055770925568452,0.07644273139211302,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
41152404.pdf,0.4054864821871006,0.07621620546775147,1.0,0.0,0.75,0,"{'programming': ['java', 'javascript', 'c++', 'c#', 'go'], 'web_development': ['html'], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
13982572.pdf,0.40536018953839137,0.07590047384597842,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
27850777.pdf,0.4052569934396503,0.07564248359912581,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
25926667.pdf,0.40519914079662206,0.07549785199155509,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork', 'analytical']}"
24322804.pdf,0.4050972411925417,0.07524310298135428,1.0,0.0,0.75,0,"{'programming': ['c++', 'go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'teamwork', 'analytical']}"
17111768.pdf,0.40504498473342054,0.2001124618335513,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql', 'oracle'], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
87867370.pdf,0.4047335945980133,0.07433398649503326,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
26921245.pdf,0.4044495919678128,0.07362397991953211,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'analytical']}"
14708590.pdf,0.4044074553234572,0.07351863830864291,1.0,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication', 'problem-solving', 'analytical']}"
79536879.pdf,0.40439092718203207,0.07347731795508018,1.0,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
23573064.pdf,0.4042101222368086,0.19802530559202147,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
19108760.pdf,0.40412194433016724,0.07280486082541811,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'teamwork', 'analytical']}"
20566550.pdf,0.40396251532208155,0.07240628830520382,1.0,0.0,0.75,0,"{'programming': ['python', 'go'], 'web_development': ['react'], 'data_science': ['r'], 'databases': ['sql', 'oracle'], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
13518263.pdf,0.4037037406373361,0.07175935159334018,0.3333333333333333,1.0,0.75,26,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
39855211.pdf,0.40363460205693785,0.07158650514234469,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'problem-solving', 'analytical']}"
35389360.pdf,0.4036342836071771,0.07158570901794285,0.8333333333333334,0.25,0.75,2,"{'programming': ['java', 'php', 'go'], 'web_development': ['html', 'css', 'react'], 'data_science': ['r'], 'databases': ['sql', 'mysql'], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
36252245.pdf,0.40360884585359574,0.07152211463398932,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['html', 'express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
28697203.pdf,0.40354947443002237,0.1963736860750559,0.8333333333333334,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
20806155.pdf,0.40341582522885966,0.07103956307214915,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication', 'analytical']}"
34712719.pdf,0.4032573775073938,0.07064344376848448,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
10562768.pdf,0.40318145883768103,0.07045364709420258,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'problem-solving', 'analytical']}"
19176318.pdf,0.40308138674982674,0.19520346687456683,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['analytical']}"
22650051.pdf,0.40305226098177505,0.07013065245443766,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
36425270.pdf,0.40297545689366826,0.06993864223417058,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
26459032.pdf,0.40269612602547283,0.06924031506368213,1.0,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
26278597.pdf,0.4019813624230833,0.06745340605770822,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
34304175.pdf,0.4018393322543308,0.06709833063582704,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
28975482.pdf,0.4017720711364586,0.06693017784114642,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
10001727.pdf,0.40171543230838813,0.06678858077097038,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['communication', 'analytical']}"
70198580.pdf,0.4016791683497893,0.06669792087447328,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical']}"
31602598.pdf,0.4015606958740206,0.06640173968505138,0.3333333333333333,1.0,0.75,35,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': ['aws'], 'soft_skills': []}"
22861181.pdf,0.4014162470736291,0.06604061768407271,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
40018190.pdf,0.4013770328534492,0.06594258213362302,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
67645662.pdf,0.4011364860476544,0.06534121511913601,1.0,0.0,0.75,0,"{'programming': ['go', 'rust', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical', 'creative']}"
25935030.pdf,0.4011073799830741,0.06526844995768527,0.8333333333333334,0.25,0.75,2,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'creative']}"
29177904.pdf,0.4006539619028657,0.06413490475716421,0.3333333333333333,1.0,0.75,13,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
49685006.pdf,0.40047105181605835,0.06367762954014586,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
28419173.pdf,0.40033534648929187,0.06333836622322969,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
41506705.pdf,0.4002553682478055,0.06313842061951376,1.0,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
24361598.pdf,0.40010728751198943,0.18776821877997354,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
59818742.pdf,0.3999054718960309,0.12476367974007711,0.8333333333333334,0.125,0.75,1,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['analytical']}"
35971546.pdf,0.39976042925466415,0.18690107313666032,0.8333333333333334,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication']}"
