filename,combined_score,text_similarity,skill_score,experience_score,education_score,experience_years,skills_found
97123005.pdf,0.29967495215393286,0.06168738038483214,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['problem-solving']}"
24020470.pdf,0.299571249517193,0.06142812379298252,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
27490876.pdf,0.29954685397360303,0.061367134934007514,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership']}"
31042953.pdf,0.2995439650379083,0.06135991259477082,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
13909762.pdf,0.29952485688754654,0.061312142218866335,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
84295343.pdf,0.29947012380897287,0.06117530952243219,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
12254068.pdf,0.29942523371666285,0.06106308429165721,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['teamwork', 'creative']}"
48533663.pdf,0.29925122654386915,0.06062806635967291,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
26896699.pdf,0.29924253965605013,0.06060634914012531,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
19195747.pdf,0.2991909323915082,0.06047733097877045,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
91591026.pdf,0.2991626283605233,0.06040657090130832,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
46055835.pdf,0.29904560596162333,0.060114014904058294,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['problem-solving']}"
39142536.pdf,0.298977843943354,0.059944609858385026,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
24983760.pdf,0.29895599736231515,0.05988999340578796,0.6666666666666666,0.0,0.75,0,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
39875803.pdf,0.2989530925159369,0.059882731289842187,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
25706337.pdf,0.2989466924617934,0.05986673115448344,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': [], 'soft_skills': ['creative']}"
69199666.pdf,0.29894481483743496,0.05986203709358737,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
28663949.pdf,0.29894235834254423,0.059855895856360655,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
10466208.pdf,0.298876464992858,0.05969116248214511,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'problem-solving']}"
27937592.pdf,0.2988459325509426,0.059614831377356535,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
11842348.pdf,0.298814131829951,0.05953532957487746,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['docker'], 'soft_skills': ['leadership', 'creative']}"
28933005.pdf,0.2987679394195456,0.059419848548863924,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
83566455.pdf,0.29875152248334735,0.05937880620836849,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
17325147.pdf,0.29872784859054735,0.05931962147636847,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
28745844.pdf,0.2986950879530079,0.059237719882519795,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
10554045.pdf,0.29868429127202395,0.059210728180059916,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['problem-solving']}"
29149998.pdf,0.2986011031264178,0.05900275781604453,0.6666666666666666,0.0,0.75,0,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': ['oracle'], 'cloud': ['aws'], 'soft_skills': ['leadership', 'communication', 'analytical']}"
95970987.pdf,0.2985964674350077,0.05899116858751913,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
31638814.pdf,0.298434890930001,0.05858722732500244,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
10062724.pdf,0.29840121894992516,0.0585030473748129,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['teamwork']}"
26819872.pdf,0.2983586947511122,0.05839673687778054,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
18752129.pdf,0.2983543228461027,0.05838580711525674,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
12386670.pdf,0.2982851581887963,0.05821289547199075,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'creative']}"
10289113.pdf,0.29819327323503464,0.05798318308758662,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
43375498.pdf,0.29818890307203827,0.05797225768009574,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
15941675.pdf,0.2981856518640836,0.05796412966020893,0.6666666666666666,0.0,0.75,0,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
21334981.pdf,0.29816442706569873,0.05791106766424686,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
15233524.pdf,0.2981246304894635,0.05781157622365882,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
15499825.pdf,0.2980389111051025,0.05759727776275629,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership']}"
15226699.pdf,0.29785981430619235,0.05714953576548089,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
18484846.pdf,0.2978087997213482,0.057021999303370555,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['react'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
33344933.pdf,0.2977336948360114,0.05683423709002862,0.6666666666666666,0.0,0.75,0,"{'programming': ['java', 'go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
35990852.pdf,0.29757049526712376,0.05642623816780943,0.6666666666666666,0.0,0.75,0,"{'programming': ['java', 'javascript', 'c#', 'php', 'go', 'scala'], 'web_development': ['html', 'css', 'angular'], 'data_science': ['r'], 'databases': ['sql', 'mysql'], 'cloud': [], 'soft_skills': []}"
61579998.pdf,0.2974732180555325,0.056183045138831336,0.6666666666666666,0.0,0.75,0,"{'programming': ['java', 'c++', 'go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
30646367.pdf,0.29742257109806813,0.056056427745170376,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
28326441.pdf,0.29742061486989735,0.05605153717474338,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
24709432.pdf,0.2973768181056508,0.055942045264127015,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['react'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
24791126.pdf,0.2973564846104009,0.05589121152600226,0.6666666666666666,0.0,0.75,0,"{'programming': ['php', 'go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
12155206.pdf,0.29727681804070527,0.055692045101763156,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
17166018.pdf,0.29716803489995364,0.0554200872498841,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['teamwork', 'creative']}"
29076405.pdf,0.297108009863722,0.055270024659304966,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
16820422.pdf,0.29709588864786574,0.05523972161966436,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
45907524.pdf,0.2970884651079888,0.055221162769972035,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
17658471.pdf,0.2970471544803538,0.055117886200884494,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
21386255.pdf,0.29703845764115067,0.05509614410287669,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
20230207.pdf,0.29703798184164143,0.05509495460410358,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'creative']}"
13593241.pdf,0.29697702954573835,0.054942573864345874,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
11605833.pdf,0.2969604686408288,0.05490117160207196,0.6666666666666666,0.0,0.75,0,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication', 'analytical', 'creative']}"
79432080.pdf,0.2967692653496058,0.05442316337401448,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership', 'creative']}"
16091352.pdf,0.296740664268245,0.054351660670612534,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
79261033.pdf,0.2965960193995554,0.05399004849888841,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
50432401.pdf,0.2965720477695828,0.053930119423957056,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
16804396.pdf,0.2965278568935019,0.05381964223375472,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
10186968.pdf,0.29652226286973093,0.05380565717432742,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
17008356.pdf,0.2965085315285517,0.0537713288213794,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
16605640.pdf,0.29644960683472477,0.05362401708681194,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
21287405.pdf,0.29643058133394984,0.05357645333487457,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['teamwork']}"
29306433.pdf,0.296378792080896,0.05344698020224008,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
28803888.pdf,0.29635864289340147,0.05339660723350372,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
13072354.pdf,0.2961082771246706,0.052770692811676484,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
62870550.pdf,0.296062781994263,0.0526569549856575,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership']}"
28629430.pdf,0.29599252027258216,0.0524813006814555,0.6666666666666666,0.0,0.75,0,"{'programming': ['java', 'javascript', 'go'], 'web_development': ['html'], 'data_science': ['r'], 'databases': ['sql', 'mysql'], 'cloud': [], 'soft_skills': ['creative']}"
25729119.pdf,0.2959808087358451,0.052452021839612645,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
91930382.pdf,0.2959690192845748,0.05242254821143706,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
36868767.pdf,0.295904316951305,0.05226079237826243,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
56691064.pdf,0.2958903490440099,0.052225872610024836,0.6666666666666666,0.0,0.75,0,"{'programming': ['java', 'c#', 'go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
29072179.pdf,0.29585059322082985,0.05212648305207471,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
28230807.pdf,0.29578351480652765,0.051958787016319195,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
14556869.pdf,0.2957242317889301,0.05181057947232526,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
28109594.pdf,0.29563109778609054,0.0515777444652264,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'teamwork', 'creative']}"
32651555.pdf,0.29561580552668154,0.051539513816703825,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'teamwork']}"
94417768.pdf,0.2956110111924663,0.05152752798116573,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'problem-solving', 'creative']}"
29267293.pdf,0.29556135462166905,0.051403386554172655,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
17983957.pdf,0.2954844759536922,0.17621118988423046,0.5,0.0,0.75,0,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'teamwork']}"
13569152.pdf,0.2954089107810296,0.17602227695257394,0.5,0.0,0.75,0,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'communication']}"
10588874.pdf,0.29525094602335344,0.05062736505838361,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
23864858.pdf,0.29521250990054504,0.05053127475136265,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['html'], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': ['creative']}"
21060367.pdf,0.29521125265448156,0.050528131636203975,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'creative']}"
46258701.pdf,0.2952094020828976,0.05052350520724393,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
45987048.pdf,0.2951935827068427,0.05048395676710671,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
14958913.pdf,0.2951328406162391,0.050332101540597765,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
20423658.pdf,0.29502484562535247,0.050062114063381284,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
28949406.pdf,0.29498817908059854,0.04997044770149636,0.6666666666666666,0.0,0.75,0,"{'programming': ['c++', 'go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
19545827.pdf,0.2949416673688432,0.049854168422107985,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
54232810.pdf,0.2949345237439326,0.04983630935983154,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
16121015.pdf,0.2949190600206132,0.04979765005153302,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
47603843.pdf,0.29483184734689705,0.04957961836724269,0.6666666666666666,0.0,0.75,0,"{'programming': ['java', 'javascript', 'go'], 'web_development': ['html', 'css'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
10089434.pdf,0.29481067157183777,0.049526678929594434,0.6666666666666666,0.0,0.75,0,"{'programming': ['java', 'c++', 'go', 'scala'], 'web_development': ['html', 'css'], 'data_science': ['r'], 'databases': ['sql'], 'cloud': ['azure'], 'soft_skills': []}"
38847011.pdf,0.2947797955108479,0.049449488777119674,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': []}"
13907230.pdf,0.29469921010992545,0.049248025274813624,0.6666666666666666,0.0,0.75,0,"{'programming': [], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['communication', 'analytical']}"
53227466.pdf,0.29462016825729936,0.0490504206432484,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
99806115.pdf,0.29459910317007953,0.04899775792519882,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
67631413.pdf,0.29448536033783157,0.048713400844578904,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
34962725.pdf,0.2944801583152049,0.04870039578801237,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': ['aws'], 'soft_skills': ['leadership']}"
45286020.pdf,0.2944613217555965,0.04865330438899111,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
11088337.pdf,0.2944320339592299,0.048580084898074825,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
82929064.pdf,0.2944190798691976,0.04854769967299398,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
29165698.pdf,0.29439734940315476,0.04849337350788691,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
70892619.pdf,0.2943652230106847,0.04841305752671173,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['problem-solving']}"
11005406.pdf,0.29430598711096634,0.0482649677774159,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': ['sql'], 'cloud': ['aws', 'azure'], 'soft_skills': []}"
73077810.pdf,0.2942501706122015,0.048125426530503806,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
14667957.pdf,0.2942005663813309,0.048001415953327284,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
20691949.pdf,0.2941249369562527,0.04781234239063172,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership']}"
55477468.pdf,0.29408849985714347,0.047721249642858676,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
26071861.pdf,0.29408672988968393,0.0477168247242098,0.6666666666666666,0.0,0.75,0,"{'programming': ['python', 'java', 'javascript', 'php', 'go', 'scala'], 'web_development': ['html'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
32518109.pdf,0.29404707480438785,0.04761768701096972,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
29640922.pdf,0.2940410582748412,0.0476026456871031,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'creative']}"
14761906.pdf,0.29398918659482326,0.04747296648705817,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
78357954.pdf,0.29392531629674806,0.047313290741870205,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
15651486.pdf,0.2938583172411982,0.04714579310299551,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': ['express'], 'data_science': ['r'], 'databases': ['sql'], 'cloud': [], 'soft_skills': []}"
43852883.pdf,0.2938340987821755,0.0470852469554388,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
22452756.pdf,0.29373227565992144,0.04683068914980356,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
39805617.pdf,0.2936912746888187,0.04672818672204683,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['leadership', 'creative']}"
10969918.pdf,0.29359821418698273,0.04649553546745675,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'rust'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
10641230.pdf,0.2935952781973344,0.04648819549333601,0.6666666666666666,0.0,0.75,0,"{'programming': ['java', 'javascript', 'php', 'go'], 'web_development': ['html', 'css'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
18460045.pdf,0.29358315315774797,0.04645788289436998,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': ['creative']}"
35673335.pdf,0.2934863108277256,0.046215777069314054,0.6666666666666666,0.0,0.75,0,"{'programming': ['go'], 'web_development': [], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
32109048.pdf,0.29344001387234125,0.04610003468085314,0.6666666666666666,0.0,0.75,0,"{'programming': ['go', 'scala'], 'web_development': ['express'], 'data_science': ['r'], 'databases': [], 'cloud': [], 'soft_skills': []}"
